,TAU(MFT),wind,sst,airT,Pressure,TAU(obs),NN
158,0.12026191502809501,4.4633,6.1085,6.5831,1017.0507,0.1584,0.17600945247120103
159,0.130731835961342,4.8307,6.1127,6.5745,1017.0764,0.1858,0.19135428320689873
160,0.14469599723815899,5.3112,6.2,6.3773,1017.6339999999999,0.1934,0.2109946944925142
161,0.14871384203434,5.4475,6.2,6.3659,1017.6511,0.1694,0.21669268934314914
162,0.14979086816310902,5.4839,6.2,6.3602,1017.6596,0.2072,0.2182136926615901
163,0.116326011717319,4.324,6.2028,5.9972,1018.2,0.145,0.16959586568162932
164,0.105856247246265,3.9475,6.2057,5.9943,1018.2,0.1322,0.153833921670789
165,0.11118240654468499,4.1397,6.1972,6.2028,1022.0085,0.158,0.16208778113543784
166,0.109690889716148,4.086,6.1943,6.2057,1022.0169999999999,0.1565,0.15985669130823701
167,0.105390511453152,3.9304,6.1915,6.2085,1022.0256,0.1311,0.15336297372333677
168,0.103932976722717,3.8774,6.1901,6.2099,1022.0298,0.1013,0.15115350667262786
169,0.09759433567524001,3.6453,6.1,6.2972,1022.3142,0.1089,0.14190791748132828
170,0.097901441156864,3.6566,6.1,6.2957,1022.3213,0.1108,0.14238037001839407
171,0.097977466881275,3.6594,6.1,6.2915,1022.3426,0.1145,0.14249681613575912
172,0.14585718512535098,5.3508,6.1,6.2001,1022.7996,0.1667,0.2132263200448047
173,0.128006815910339,4.736000000000001,6.1056,6.1944,1022.8056,0.1661,0.18748419376065367
174,0.13663050532341,5.0352,6.1099,6.1901,1022.8099,0.2001,0.1999766759396219
175,0.15110655128955802,5.5284,6.1127,6.1873,1022.8127,0.2241,0.2205908530637746
176,0.145054787397385,5.3236,6.2,6.1028,1022.9056,0.155,0.21158811831419191
177,0.17634360492229503,6.0246,6.2,6.3,1023.3,0.1755,0.2409776547817803
178,0.14678440988063798,5.3822,6.2071,6.3,1023.3142,0.1977,0.21407593444341047
179,0.16499724984169,5.8229,6.2099,6.3,1023.3199,0.1698,0.2324951432894941
180,0.150266617536545,5.5,6.2114,6.3,1023.3227,0.1998,0.21898285710949475
181,0.092857398092747,3.4702,6.3965,6.4035,1026.3319,0.1291,0.1324586159750768
182,0.10891247540712401,4.0577,6.3465,6.4535,1026.7818,0.114,0.15769700109724358
183,0.13786330819129902,5.0774,6.3,6.5,1027.2141,0.2153,0.2010612570828795
184,0.13676501810550698,5.0396,6.3,6.5,1027.4,0.1585,0.1994859289606639
185,0.150851786136627,5.5196,6.3,6.5,1027.3915,0.1768,0.21956162258084636
186,0.153809428215027,5.6191,6.3,6.5,1027.3801,0.2353,0.22372302109340883
187,0.16145217418670701,5.7608,6.3,6.5,1027.2,0.1837,0.22964426512715969
188,0.155514493584633,5.6517,6.3028,6.5,1027.2114,0.207,0.22506826098881053
189,0.13386014103889501,4.9393,6.3999,6.5,1027.5997,0.1707,0.19436974295582615
190,0.13698889315128301,5.0473,6.4,6.5141,1027.6211,0.171,0.19893570509834538
191,0.1392552703619,5.1252,6.4,6.5198,1027.6296,0.17,0.20223055118074332
192,0.14346881210804,5.2693,6.4,6.5255,1027.6382,0.1697,0.20832625921923079
193,0.125593587756157,4.6511,6.4,6.7,1027.8999,0.14300000000000002,0.18214276385162148
194,0.129568725824356,4.7901,6.4014,6.7028,1027.907,0.1435,0.1880098540576901
195,0.133359283208847,4.9218,6.4028,6.7057,1027.9141,0.1384,0.19356826402644833
196,0.12395994365215302,4.5937,6.4043,6.7085,1027.9212,0.1389,0.17967230749498975
197,0.12402255088090901,4.5959,6.4057,6.7113,1027.9284,0.1314,0.17975162900348068
198,0.123289823532104,4.5701,6.4114,6.7227,1027.9568,0.1521,0.17860406026776426
199,0.09786201268434501,3.6546,6.5,6.8915,1028.4213,0.11199999999999999,0.13899799557506756
200,0.08339763432741201,3.1165,6.5,6.7002,1028.8996,0.0941,0.11612881476758324
201,0.080882050096989,3.0217,6.4944,6.6832,1028.9337,0.0941,0.11216158810401387
202,0.075584582984448,2.821,6.4915,6.6746,1028.9507,0.1149,0.10369285728477921
203,0.07851240038871801,2.9321,6.4901,6.6704,1028.9593,0.0983,0.10840425169153693
204,0.056297589093447,2.0814,6.4,6.4,1029.5455,0.1002,0.07310486959636109
205,0.073751680552959,2.7515,6.4,6.4,1029.9341,0.091,0.10138750684142399
206,0.07185842096805599,2.6793,6.4,6.4,1029.9384,0.0792,0.09833207288208161
207,0.097945056855679,3.6582,6.4,6.3,1030.907,0.1359,0.13956755113423916
208,0.092528618872166,3.4581,6.4,6.3,1030.9284,0.1243,0.13109809081701002
209,0.098600693047047,3.6823,6.4,6.3,1030.9426,0.1192,0.14058098342622496
210,0.09289016574621199,3.4715,6.4,6.3128,1031.4639,0.1247,0.13157226451340648
211,0.09918591380119302,3.7037,6.4,6.3972,1031.9055,0.14,0.14132706610164877
212,0.10327328741550398,3.8532,6.4,6.3958,1031.9084,0.1275,0.14765158574545986
213,0.096052519977093,3.5884,6.4,6.393,1031.9141,0.1208,0.13644711206454704
214,0.108728647232056,4.0512,6.3929,6.3,1032.1142,0.146,0.1560477771078708
215,0.112005814909935,4.1692,6.3872,6.3,1032.1256,0.1405,0.16109006724555133
216,0.093866758048534,3.5077,6.3057,6.3,1032.3227,0.13,0.13381227929263323
217,0.096128791570664,3.5913,6.3099,6.3,1032.3398,0.1098,0.1373079652916299
218,0.088868699967861,3.3219,6.3999,6.3,1032.6997,0.1288,0.12502580650318829
219,0.09341060370206801,3.4908,6.3958,6.3042,1032.7168,0.0889,0.1322063578482751
220,0.09237516671419099,3.4524,6.3944,6.3056,1032.7224,0.1205,0.1305938025315299
221,0.095294684171677,3.5605,6.3901,6.3099,1032.7395,0.1107,0.13520376252183974
222,0.09664981812238699,3.6105,6.3873,6.3127,1032.7509,0.1053,0.13734317496826856
223,0.078719981014729,2.9402,6.3,6.4114,1033.1795,0.0766,0.10971520518119919
224,0.12837453186512,4.7486,6.3,6.5,1033.8,0.1293,0.18612529857466825
225,0.117464326322079,4.3641,6.3,6.4972,1033.8099,0.0885,0.16985570374852965
226,0.11764414608478499,4.3705,6.3,6.4915,1033.8298,0.1328,0.17012243785115883
227,0.125810980796814,4.6589,6.3,6.4858,1033.8497,0.1604,0.18232016864514827
228,0.13132512569427499,4.8514,6.3,6.4829,1033.8597,0.1347,0.19046226673736522
229,0.12434688210487402,4.6075,6.3,6.4744,1033.8895,0.1659,0.18013729407601853
230,0.114836573600769,4.2706,6.3,6.2889,1034.5138,0.1477,0.16575569705156312
231,0.126239746809006,4.6741,6.3,6.2776,1034.5281,0.1568,0.18282335128523053
232,0.12335540354251899,4.5728,6.3,6.2491,1034.5636,0.132,0.17852844324127642
233,0.148485511541367,5.4401,6.3,5.9001,1034.9999,0.1319,0.21511104650391902
234,0.138851463794708,5.1118,6.3,5.9014,1035.0112,0.184,0.20121947835883333
235,0.146322295069695,5.3668,6.3,5.9043,1035.0339999999999,0.1717,0.21200428552162295
236,0.15134915709495497,5.5367,6.3,6.0028,1035.8114,0.1584,0.21906574631911482
237,0.15134933590889002,5.5367,6.3,6.0114,1035.8455,0.1704,0.21906069682518445
238,0.12325201928615599,4.5692,6.3,6.1998,1036.5994,0.1364,0.17801402177271708
239,0.13813781738281303,5.0873,6.3,5.882999999999999,1037.434,0.1378,0.19975590021064346
240,0.13498875498771698,4.9788,6.3,5.8787,1037.4426,0.141,0.1951634937658252
241,0.12085475772619199,4.4851,6.3,5.6,1038.0,0.1432,0.17415029263711118
242,0.134244650602341,4.9533,6.3,5.5943,1038.0114,0.1491,0.19395658492762224
243,0.11635609716176999,4.3255,6.3,5.4987,1038.2,0.1036,0.16735286451998777
244,0.11348094046115899,4.2228,6.3,5.492999999999999,1038.2,0.1523,0.1630072335686066
245,0.118315190076828,4.3952,6.3,5.4887,1038.2,0.1784,0.17030073172036636
246,0.139604315161705,5.138,6.3,5.4028,1038.2,0.1216,0.20171866015835224
247,0.12663359940052002,4.6886,6.3,5.4085,1038.2,0.1642,0.1827059932953724
248,0.106174640357494,3.9595,6.4,5.4944,1037.7,0.1922,0.1510428851408123
249,0.138225480914116,5.0906,6.5,5.4986,1037.4057,0.1975,0.1980372941229542
250,0.135006368160248,4.9797,6.5,5.4972,1037.4114,0.1707,0.19334413716605786
251,0.125120908021927,4.6355,6.5,5.4872,1037.4512,0.1553,0.17877369134828763
252,0.13569366931915303,5.0035,6.5,5.4001,1037.7997,0.1349,0.19427326684605933
253,0.13837385177612302,5.0958,6.4873,5.3618,1037.8764,0.129,0.19827683162847756
254,0.11508480459451699,4.2805,6.4,5.0943,1038.417,0.1429,0.1644581708843613
255,0.131575837731361,4.8612,6.4,5.0915,1038.4255,0.1071,0.18902464276000935
256,0.128979206085205,4.7709,6.4,5.0,1038.7,0.1271,0.18514696197525948
257,0.121092312037945,4.494,6.3943,5.0,1038.7227,0.1218,0.1734798953786122
258,0.107705891132355,4.0154,6.3042,5.0,1039.1042,0.0937,0.1539864551420673
259,0.10035914182663001,3.748,6.3099,5.0,1039.1099,0.1046,0.1426201012968222
260,0.12483037263155,4.6257,6.3957,4.9957,1039.2212,0.1554,0.17895122152428222
261,0.11668636649847001,4.3377,6.3915,4.9915,1039.2426,0.1422,0.1668006345381845
262,0.118663750588894,4.408,6.3872,4.9872,1039.2639,0.1197,0.16980989355415904
263,0.10774766653776198,4.0169999999999995,6.3085,4.9,1039.7256,0.0728,0.15389596319553625
264,0.08858717232942599,3.3127,6.3987,4.9,1039.9987,0.0735,0.12322724059626294
265,0.084124401211739,3.1456,6.2958,4.8042,1039.2958,0.052000000000000005,0.11721028414595824
266,0.08608004450797999,3.219,6.292999999999999,4.8069999999999995,1039.2930000000001,0.0774,0.12034208742659525
267,0.08293896168470401,3.1010000000000004,6.2915,4.8085,1039.2915,0.075,0.11536375374589741
268,0.078720539808273,2.9417,6.2873,4.8127,1039.2873,0.0547,0.10866362242378456
269,0.09269827604293801,3.4657,6.2,4.9,1039.2,0.0829,0.13165359214138217
270,0.09282507002353697,3.4704,6.2028,4.9028,1039.1802,0.0726,0.1318306777795364
271,0.086973957717419,3.2523,6.3,5.0,1038.5,0.0634,0.12184535482504599
272,0.10236628353595698,3.8214,6.2872,4.9872,1038.4233,0.0968,0.14605197901811626
273,0.10871350020170199,4.0519,6.2001,4.9001,1037.9005,0.0743,0.15668177925549012
274,0.10155393928289401,3.7918,6.2085,4.9085,1037.9,0.1049,0.14560168498263207
275,0.09138973802328099,3.4171,6.2099,4.9099,1037.9,0.163,0.1297361750533913
276,0.082486994564533,3.0838,6.2986,4.9986,1037.9014,0.0615,0.11483417239714078
277,0.08176300674676899,3.0566,6.2014,4.9014,1038.0099,0.0863,0.1145415753109269
278,0.071948789060116,2.6841,6.2028,4.9028,1038.0199,0.087,0.09876738941186712
279,0.07361898571252799,2.7478,6.2085,4.9085,1038.0597,0.069,0.10140401173354856
280,0.05404753237962699,1.9956,6.3,5.0084,1038.7042,0.0331,0.06864178946787253
281,0.06630623340606699,2.4678,6.3,5.2170000000000005,1038.817,0.0571,0.0886206308308848
282,0.076154947280884,2.844,6.3,5.2284,1038.8284,0.0811,0.10453611137274581
283,0.06627574563026402,2.4666,6.3,5.2511,1038.8511,0.043,0.08856735468047718
284,0.070672735571861,2.6347,6.3,5.6284,1039.2,0.0329,0.09565571571651463
285,0.077928222715855,2.9109,6.3,5.6568,1039.2,0.0605,0.10734406313746896
286,0.10063076764345198,3.7573,6.3043,5.7043,1038.0042,0.1353,0.1433289339809041
287,0.096718676388264,3.6136,6.3057,5.7057,1038.0057,0.1366,0.13723639469933005
288,0.117974326014519,4.3829,6.3128,5.7128,1038.0128,0.1069,0.16971882028891366
289,0.12362608313560498,4.5827,6.4,5.8,1038.1,0.1287,0.1773695786850521
290,0.118683166801929,4.408,6.4,5.8,1038.1,0.1138,0.16997843038769073
291,0.119015723466873,4.4198,6.4,5.8,1038.1,0.1441,0.17047760078880347
292,0.11489471048116699,4.2731,6.4,5.8,1038.1,0.1449,0.16427111164081412
293,0.111637204885483,4.1564,6.4,5.8,1038.1,0.1548,0.1593336982382428
294,0.119331493973732,4.431,6.3987,5.7973,1038.1027,0.1306,0.17096271695511678
295,0.128229394555092,4.7441,6.3944,5.7888,1038.1112,0.1282,0.18424616873298016
296,0.098438881337643,3.677,6.3,5.6,1038.3,0.0833,0.13990854585302273
297,0.09733231365680699,3.6363,6.2986,5.6,1038.3014,0.0962,0.13819916107591965
298,0.09629014879465099,3.5979,6.2915,5.6,1038.3085,0.1025,0.1366381607502514
299,0.104926824569702,3.9141,6.2,5.6043,1038.4043,0.113,0.15083447668252112
300,0.10619688034057599,3.9602,6.2,5.6128,1038.4128,0.1001,0.15278417405676667
301,0.104019165039063,3.8810000000000002,6.2,5.6999,1038.4999,0.1677,0.14942667093568865
302,0.11452291160821902,4.2599,6.2,5.7,1038.5013,0.1263,0.1654571613957381
303,0.098664619028568,3.6852,6.2014,5.7014,1038.6042,0.1235,0.14111192118531504
304,0.11118135601282099,4.1401,6.2057,5.7057,1038.617,0.0823,0.16031690195708334
305,0.094916522502899,3.5469999999999997,6.2957,5.8,1038.8957,0.1042,0.13436325544975852
306,0.099571384489536,3.7183,6.1972,5.9,1037.2859,0.1136,0.1428017690942541
307,0.094653964042664,3.5372,6.1957,5.9,1037.2787,0.1205,0.1351546353912756
308,0.09612958878278699,3.5917,6.1915,5.9,1037.2574,0.10099999999999999,0.13750253608483873
309,0.157087415456772,5.6735,6.2013,6.004,1036.608,0.2097,0.22561451820578418
310,0.162208765745163,5.7673,6.2042,6.0126,1036.6251,0.1774,0.22955453687384159
311,0.126751273870468,4.692,6.3,6.3,1037.1999,0.1659,0.1831140790328336
312,0.123263217508793,4.5695,6.3,6.3142,1037.2497,0.1371,0.17792404275446339
313,0.129522696137428,4.7888,6.3,6.3199,1037.2696,0.153,0.18719933619222473
